"analisis","obra","relacion","fuente","carpeta","en_repo","motivo"
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","Entrevista - Vargas Sotomayor, Javi - 14 de octubre.transcripcion.md","Fuentes JV","sí","[JVS-E1] Primera entrevista con CZT; perfil, colecciones y la segunda chacana pendiente de recoger (r-entrevista)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","Entrevista - Vargas Sotomayor, Javi - 23 de octubre [audio].transcripcion.md","Fuentes JV","sí","[JVS-E2] Entrevista de obra (el análisis la fecha 24 oct): clave de la composición, seis nombres, hanan/urin y el formato dictado por las bases; diarización rota, cotejar (r-entrevista2, rf-medidas)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","ICPNA - Catálogo del Premio de Arte Contemporáneo 2018.txt","Fuentes JV","sí","[ICPNA-18] Bases del premio y la individual prometida como parte del galardón (r-cat18, c-adquisicion)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","ICPNA - Catálogo del Premio de Arte Contemporáneo 2021 [cuarta edición].txt","Fuentes JV","sí","[ICPNA-21] Catálogo del premio que gana la obra; texto curatorial de López, jurado (Mantilla, Ugaz, Zevallos) y la declaración del propio artista (r-cat21, r-lopez21, r-decl21, d-jurado)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","López (ed.) - Javi Vargas. Florecen luces sobre nuestras pieles (2023).md","Fuentes JV","sí","[FLOR-23] Libro de la individual; único párrafo publicado sobre la obra, medidas del díptico, colecciones de López, más el Manifiesto de las luciérnagas y Carvajal reimpresa (r-florecen, r-florecen2, rf-nadaoriginal)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","Nefando, Javi - Eclipse Felino.md","Fuentes JV","sí","[ECL-17] Programa de la chacana escrito en 2017; el illa de Arguedas, las Yeguas del Apocalipsis, MRTA/Cambio, Horswell 2000 y el autismo como poética declarada (r-eclipse, rf-crisis2017)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","Registro - Recorrido y narración por Javi Vargas, alias Salvador de las Luciérnagas, 31 de octubre.transcripcion.md","Fuentes JV","sí","[JVS-V1] Narración pública de la obra; declara el VIH, la mala muerte como género barroco y la clave panel por panel; el registro más político (r-recorrido, rf-vih, rf-sietedias)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","Roper - Queering Tupac Amaru II (2022) [GLQ 28(1)].md","Fuentes JV","sí","[GLQ-28] Única lectura arbitrada de fuera de Lima; el concurso de 1970, la mejor formulación metodológica (reimaginación/fabulación decolonial) y el yanantin (r-roper, rf-1970, rf-roper)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","Vargas Sotomayor - Biografía y curriculum vitae.txt","Fuentes JV","sí","[CV] Datos biográficos y las tres individuales; fuente de rf-1972, r-solos y la cooptación en Houston (r-cv, rf-houston)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","Video - El arte de Javi Vargas y sus cuestionamientos al activismo.transcripcion.md","Fuentes JV","sí","[VID-ACT] Es la entrevista de Vero Ferrari en versión hablada; Bagua, el vitral, el Hospital Carrión y sus reservas al activismo (r-vid-activismo, d-politico, rf-bagua)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","Video - Entrevista con Javi Vargas, cinco hablantes.transcripcion.md","Fuentes JV","sí","[VID-MEX] Entrevista mexicana (Cultural Radio, UACM); el eslabón del hospital colonial y la declaración pública del VIH fuera del Perú (r-vid-mexico, rf-hospital)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","Video - Florecen luces. Presentación del libro.transcripcion.md","Fuentes JV","sí","[VID-LIB] Único registro que describe la chacana entre 2021 y 2025 (pandemia, Vizcarra); da confirmaciones de terceros (r-vid-libro, rf-2024, rf-terceros)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","Web - Lista de enlaces sobre Javi Vargas. MALI, Ficciones patógenas, Arteinformado y Fernanda Carvajal.txt","Fuentes JV","sí","Compilación de enlaces de recepción por confirmar (MALI, Ficciones patógenas, ArteInformado); la nota marca la lectura con reservas de ArteInformado como prioritaria (r-patogenas, r-mali)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","eMuseum / MALI Colecciones. Adquisiciones y donaciones 2019-2023 (fichas de colección)","externa","no","[MALI-EM/MALI-24] Fichas que fechan la compra en 2022 (código 2022.6.4) y sitúan a Vargas en el lote del giro indígena-amazónico junto a las shipibas (r-emuseum, r-mali-sala, rf-lote2022)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","Giro gráfico. Como en el muro la hiedra [catálogo, MNCARS/MUAC, 2022]","externa","no","[GIRO-22] Muestra por la que la obra llega a Madrid; la ficha del depósito-comodato y la Red Conceptualismos del Sur que la curó (r-giro)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","López, Miguel A. - blog Arte Nuevo (2009)","externa","no","[AN-09] López escribía sobre Vargas doce años antes de premiarlo; flyer, la censura del vídeo (Contranaturas) y el Canto coral reescrito en femenino (r-artenuevo, r-contranaturas, r-canto)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","«La Tupi, una Túpac Amaru travesti» [SciELO Ecuador, 2020]","externa","no","Octava lectura, con entrevistas de 2019; el origen del nombre La Tupi y la lectura hostil de Castro 2010 desde la izquierda (r-tupi, rf-castro)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","Fundación Museo Reina Sofía - Memoria de actividades 2019","externa","no","[MEM-19] Desmonta la idea de compra: donación en comodato de un patrono (Llorente); única tasación de mercado de una obra suya (r-memoria2019, rf-mali, rf-mercado)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","Prensa del concurso Túpac Amaru 1970-71 (El Peruano; Oiga/Acha) vía Roper","externa","no","[GLQ-28] Convocatoria del general Arrisueño y la declaración de desierto; genealogía militar del mandato que abre el capítulo (r-roper-art, rf-1970)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","Rostworowski - Historia del Tahuantinsuyu / Estructuras andinas del poder","externa","no","Autoridad que Campuzano, Roper y Carvajal invocan para el hanan/urin; el criterio de CZT es describir el uso, no arbitrar la fuente (r-rostworowski, r-rostworowski2007, c-hanan)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","Webb - Yanantin and Masintin in the Andean World (2012)","externa","no","[GLQ-28] Dualidad complementaria andina, introducida por Roper; concepto nuevo que Vargas no usa (r-webb)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","Muñoz-Díaz - Telúricas subterráneas / RCLL n.º 98 (2024)","externa","no","Segundo artículo del autor sobre Vargas; utopía sexodisidente indígena y crítica al binarismo costa/sierra (r-munoz2024)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","Machuca Rose, Malú - texto 2019 / reseña de Florecen luces","externa","no","Sobre la ilegibilidad de «travesti» ante los financiadores globales: la economía del mandato en cuatro palabras (r-machuca)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","Lehmann-Nitsche - Coricancha, El Templo del Sol (1928)","externa","no","Fuente gráfica de la constelación (Escorpión) sobre el dibujo del altar del Coricancha, según Muñoz-Díaz; no cotejar el impreso, describir el uso (r-lehmann)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","Cobo, Bernardo - crónica (vía Calero del Mar, 2013)","externa","no","Segunda fuente colonial de Chuquichinchay: tiene el felino y la estrella, no los hermafroditas; precisa la abducción (r-cobo, rf-plural)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","Horswell - Decolonizing the Sodomite / La descolonización del sodomita (2000/2013)","externa","no","Tercer género y chamanes qariwarmi; sustrato del linaje colonial que Vargas moviliza (r-horswell, r-horswell2013)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","Milla Villena, Carlos - Génesis de la cultura andina (1983) / Ayni (2003)","externa","no","Origen de la forma-chacana y del pachakuti (cuadrado/círculo, los tres pacha), vía Carvajal 2024 (r-milla, r-milla2003, a-pachacuti)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","Mujica Pinilla, Ramón - La imagen transgredida","externa","no","Fuente de las escenas barrocas (el San Miguel Arcángel-nube que deviene Túpac Amaru arcángel arcabucero) (r-mujica)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","«MRTA en Tarapoto» [Semanario Cambio, 1989]","externa","no","Documento de la masacre que sustenta la lectura de Terremoto y sodomía (r-mrta)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","Carvajal - Prácticas artísticas de disidencia sexual (UBA, 2013)","externa","no","Tesis citada en Eclipse felino sobre disidencia sexual y perturbaciones de los signos de la izquierda (r-yeguas)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","McCullough - texto sobre la masacre de Las Gardenias (2010)","externa","no","Referencia vía Carvajal sobre Las Gardenias; falta anclar la referencia completa (r-mccullough)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","Comisión de la Verdad y Reconciliación - Informe final, tomo II (MRTA)","externa","no","Documenta Las Gardenias, Aucayacu y Pucallpa, citado vía Carvajal (r-cvr)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","Arguedas, José María - El sueño del pongo / Los ríos profundos (Zumbayllu)","externa","no","El illa y el pongo que Vargas y Sergio Zevallos trabajan en la residencia de 2013; fuente literaria del linaje (r-pongo, r-arguedas, a-pongo)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","Lozano - Quito ciudad milenaria (1990)","externa","no","[ECL-17] Citada en Eclipse felino sobre la constelación felina andina (r-lozano)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","Salazar - Astronomía Inka (2014)","externa","no","[ECL-17] Citada en Eclipse felino para la identificación estelar de Chuquichinchay (r-salazar)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","Velázquez - Una mirada de los gallinazos (2013)","externa","no","[ECL-17] Imaginario limeño del gallinazo; sostiene la tapada-gallinaza de la chacana (r-velazquez)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","Santacruz Pachacuti - Relación de antigüedades deste reyno del Piru (ca. 1613)","externa","no","Fuente colonial de la cita del panel; Vargas la toma del Museo Travesti, no de la crónica: cita una cita (r-pachacuti, rf-taki)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","Expediente judicial colonial contra Francisco Pro (transcrito en Museo Travesti)","externa","no","El documento dice «vergüenza pública» y tijera, no plumas; la divergencia con la emplumación es el hallazgo, no un error (r-pro, rf-franciscopro)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","Vargas - blog javivargas.blogspot.com","externa","no","Entradas del artista (La Falsificación de las Túpac, Letanías doradas, Arqueo-astronomía, Historia épica); leer directo, pendiente (r-blog)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","«Trabestia: Javi Vargas, Sergio Zevallos, Elan Dorphium» [Artishock, 2020]","externa","no","Conversación en plena producción de la chacana; Zevallos propuso trabajar El sueño del pongo en la residencia de 2013 (r-artishock)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","utilizada","Vargas - obras 2020-2021 (Pedazos del cielo de Lima; Campos de luciérnagas)","externa","no","Obras que enmarcan la pandemia y las luciérnagas; fichas por confirmar (r-pandemia)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","sugerida","Campuzano - Transvestite Museum of Peru [EN, introducción de Miguel A. López].md","Fuentes JV","sí","No usada: la edición inglesa añade una introducción inédita de Miguel López al Museo Travesti que el análisis ya explota (complementa r-campuzano, rf-libro-maqueta)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","sugerida","Registro - Javi Vargas narra Takion Hoy, Chuki Chinchai y La mala muerte (2021), 31 de octubre.txt","Fuentes JV","sí","No usada: segunda transcripción de la narración del 31 oct; sirve para cotejar el ASR roto que el propio documento marca como no fiable (apoya r-recorrido, cotejar)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","sugerida","Sedgwick - Paranoid Reading and Reparative Reading","Teoría","sí","Lectura reparativa: da nombre al método no-desenmascarador de Roper y al 8.5 del análisis (falta / rf-roper)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","sugerida","Keane - On Semiotic Ideology (2018)","Teoría","sí","Marco del par régimen / ideología semiótica que el análisis declara en riesgo de colapso (riesgo declarado)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","sugerida","Nakassis - A Linguistic Anthropology of Images (2023)","Teoría","sí","Semiótica de la imagen para sostener la lectura indexical del díptico 120/170."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","sugerida","Stjernfelt - Diagrammatology (2007)","Teoría","sí","La chacana como diagrama cosmológico: apoya la «demanda hipoicónica» del análisis."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","sugerida","Richard - La insubordinación de los signos","Teoría","sí","Poéticas de la crisis y del signo: el travestismo como insubordinación semiótica."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","sugerida","Richard - Fracturas de la memoria. Arte y pensamiento crítico (2007)","Teoría","sí","Arte, memoria y crítica en la poscrisis latinoamericana; encuadra VIH, duelo y desacato."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","sugerida","Rancière - El reparto de lo sensible. Estética y política (2014)","Teoría","sí","Reparto estético-político: qué se vuelve visible o decible dentro del circuito."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","sugerida","Enwezor - The Postcolonial Constellation","Teoría","sí","Arte contemporáneo poscolonial en transición permanente; marco decolonial del giro."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","sugerida","Giunta - Cuando empieza el arte contemporáneo (2014)","Teoría","sí","Temporalidad y vanguardia; ancla teóricamente la Sedición onírica de Carvajal."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","sugerida","Bourdieu - The Field of Cultural Production","Teoría","sí","Campo y consagración: la lógica del premio, el jurado y la acumulación por rescate."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","sugerida","Foucault - Verdad y poder [Microfísica del poder]","Teoría","sí","Régimen de verdad y mandato; poder colonial de la extirpación y la pena pública."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","sugerida","VVAA - Memorias del subdesarrollo. Arte y el giro descolonial en América Latina 1960-1985","Cap 2 - Historia","sí","Marco canónico del giro descolonial latinoamericano que el capítulo invoca."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","sugerida","Germaná y Portocarrero - The «Indigenous turn» and the rise of Amazonian art (2026)","Cap 2 - Historia","sí","El giro indígena-amazónico por el que el comité del MALI clasifica a Vargas en el lote de 2022 (rf-lote2022)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","sugerida","Flynn, Iñigo Clavo, Lemos y Portocarrero - Artistic practice and the unmaking of coloniality (2026)","Cap 2 - Historia","sí","Práctica artística y descolonialidad; marco del volumen Unmaking to Make."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","sugerida","Kusunoki y Lerner - Reconsidering the «art museum». MALI collections (2026)","Cap 2 - Historia","sí","Historia de las colecciones del MALI: contexto directo de la adquisición de Vargas (rf-mali)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","sugerida","Lerner - Formando la colección de arte contemporáneo del MALI (2013)","Cap 2 - Historia","sí","Criterio del comité de adquisiciones contemporáneas del MALI que compra la serie de 2006."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","sugerida","Borea - Configuring the New Lima Art Scene (2021)","Cap 2 - Historia","sí","Fuente de «lo político sin política» y la acumulación por rescate que estructuran el análisis (n-cap2, d-politico)."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","sugerida","López, Miguel A. (ed.) - Hay algo incomestible en la garganta. Poéticas antipatriarcales y nueva escena en los años noventa (2021)","Cap 2 - Historia","sí","Escena queer/antipatriarcal de los noventa en que se forma Vargas; López como lector recurrente."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","sugerida","Mitrovic - Extravíos de la forma. Vanguardia, modernismo popular y arte contemporáneo en Lima desde los 60 (2019)","Cap 2 - Historia","sí","Vanguardia y modernismo popular limeño; contexto histórico de la forma-chacana y del pachakuti."
"3.4 · Vargas — Taqui Onkoy","Taqui Onkoy (Javi Vargas Sotomayor)","sugerida","Ministerio de Cultura - Contemporáneos. Cinco mil años de visualidad peruana (2019)","Cap 2 - Historia","sí","Enmarque estatal del Perú indígena/contemporáneo; útil para el eje descolonial y de mercado."
